11286,0,0,4.17179
11287,0,0,4.17179
11288,0,0,4.17179
11289,0,0,4.17179
11290,0,0,4.17179
11291,0,0,4.17179
11292,0,0,4.17179
11293,0,0,4.17179
11294,0,0,4.17179
11295,0,0,4.17179
11296,0,0,4.17179
11297,0,0,4.17179
11298,0,0,4.17179
11299,0,0,4.17179
11093,0,0,10.4096
11094,0,0,10.4096
11095,0,0,10.4096
11096,0,5433521,10.4096
11097,0,0,10.4096
11098,0,0,10.4096
11099,0,0,10.4096
11100,0,0,10.4096
11101,0,0,10.4096
11102,0,0,10.4096
11103,0,0,10.4096
11107,0,0,10.4096
11108,0,0,10.4096
11109,0,0,10.4096
11110,0,0,10.4096
11111,0,4365048,10.4096
11113,0,0,10.4096
11114,0,0,10.4096
11121,0,0,10.4096
11122,0,0,10.4096
11124,0,0,10.4096
11125,0,0,10.4096
11126,0,0,10.4096
11127,0,0,10.4096
11128,0,18356608,10.4096
11129,0,0,10.4096
11132,0,0,10.4096
11143,0,0,10.4096
11156,0,0,10.4096
11158,0,0,10.4096
11159,0,0,10.4096
11160,0,0,10.4096
11165,0,0,10.4096
11171,0,84689520,10.4096
11174,0,0,10.4096
11175,0,0,10.4096
11176,0,0,10.4096
11178,0,0,10.4096
11179,0,0,10.4096
11180,0,0,10.4096
11182,0,0,10.4096
11183,0,0,10.4096
11189,0,0,10.4096
11190,0,0,10.4096
11193,0,0,10.4096
11194,0,0,10.4096
11195,0,0,10.4096
11197,0,0,10.4096
11198,0,0,10.4096
11199,0,0,10.4096
11211,0,0,10.4096
11213,0,0,10.4096
11214,0,0,10.4096
11220,0,0,10.4096
11221,0,0,10.4096
11222,0,41364944,10.4096
11223,0,0,10.4096
11225,0,31572739,10.4096
11226,0,7649959,10.4096
11231,0,0,10.4096
11233,0,11151317,10.4096
11234,0,0,10.4096
11235,0,0,10.4096
11238,0,0,10.4096
11239,0,0,10.4096
11241,0,0,10.4096
11243,0,5117189,10.4096
11247,0,6213498,10.4096
11248,0,0,10.4096
11250,0,0,10.4096
11251,0,0,10.4096
11252,0,0,10.4096
11253,0,0,10.4096
11254,0,0,10.4096
11256,0,0,10.4096
11257,0,0,10.4096
11258,0,0,10.4096
11265,0,0,10.4096
11268,0,0,10.4096
11269,0,0,10.4096
11270,0,0,10.4096
11272,0,80730008,10.4096
11273,0,0,10.4096 
11274,0,0,10.4096
11276,0,0,10.4096
11277,0,0,10.4096
11279,0,0,10.4096
11282,0,0,10.4096
11283,0,0,10.4096
6164,0,0,10.5986
6189,0,0,10.5986
6190,0,0,10.5986
6191,0,0,10.5986
6193,0,0,10.5986
6197,0,0,10.5986
6198,0,0,10.5986
6200,0,11551383,10.5986 
6201,0,0,10.5986
6202,0,0,10.5986
6204,0,0,10.5986
6206,0,0,10.5986
6208,0,0,10.5986
6209,0,18765288,10.5986
6210,0,0,10.5986
6214,0,0,10.5986
6215,0,0,10.5986
6216,0,29486865,10.5986
6218,3439268,0,10.5986
6219,0,0,10.5986
6220,0,0,10.5986
6221,0,0,10.5986
6222,0,16247217,10.5986
6223,0,0,10.5986 
6224,0,0,10.5986
6225,0,62573259,10.5986
6233,0,0,10.5986
6235,0,0,10.5986
6236,0,0,10.5986
6237,0,0,10.5986
6239,0,0,10.5986
6240,0,0,10.5986
6241,883268,0,10.5986
6242,0,0,10.5986
6243,0,0,10.5986
6244,0,0,10.5986
6245,0,0,10.5986
6247,0,0,10.5986
6248,0,16542137,10.5986
6249,0,0,10.5986
6250,0,0,10.5986
6251,0,0,10.5986
6252,398057,0,10.5986
6253,0,0,10.5986
6255,0,0,10.5986
6256,0,0,10.5986
6257,0,0,10.5986
6258,0,0,10.5986
6259,0,0,10.5986
6260,0,42996115,10.5986
6286,0,18455585,10.5986
